,entity,tag,Sentence #,POS
3435,the,0,0,DT
3436,create,0,0,NN
3437,a,0,0,DT
3438,SETATTR,0,0,NN
3439,operation,0,0,NN
3440,can,0,0,MD
3441,be,0,0,VB
3442,added,0,0,VBD
3443,to,0,0,TO
3444,the,0,0,DT
3445,COMPOUND,0,0,NN
3446,request,0,0,NN
3447,so,0,0,RB
3448,that,0,0,IN
3449,the,0,0,DT
3450,appropriate,0,0,NN
3451,attributes,0,0,NNS
3452,will,0,0,MD
3453,be,0,0,VB
3454,set,0,0,NN
3455,NULL.,0,0,NNP
3456,16.6.4.,0,0,CD
3457,DELEGRETURN,0,0,NN
3458,returns,0,0,NNS
3459,the,0,0,DT
3460,delegation,0,0,NN
3461,represented,0,0,VBN
3462,by,0,0,IN
3463,the,0,0,DT
3464,current,Variable,0,JJ
3465,filehandle,Variable,0,NN
3466,and,0,0,CC
3467,stateid,Variable,0,NN
3468,NULL,Variable,0,NN
3469,Delegations,0,0,NNS
3470,may,0,0,MD
3471,be,0,0,VB
3472,returned,0,0,VBN
3473,when,0,0,WRB
3474,recalled,0,0,VBN
3475,or,0,0,CC
3476,voluntarily,0,0,RB
3477,i.e.,0,0,NN
3478,before,0,0,IN
3479,the,0,0,DT
3480,server,0,0,NN
3481,has,0,0,VBZ
3482,recalled,0,0,VBN
3483,them.,0,0,PRP
3484,In,0,0,IN
3485,either,0,0,DT
3486,case,0,0,NN
3487,the,0,0,DT
3488,client,0,0,NN
3489,must,0,0,MD
3490,properly,0,0,RB
3491,propagate,0,0,NN
3492,state,0,0,NN
3493,changed,0,0,VBN
3494,under,0,0,IN
3495,the,0,0,DT
3496,context,0,0,NN
3497,of,0,0,IN
3498,the,0,0,DT
3499,delegation,0,0,NN
3500,to,0,0,TO
3501,the,0,0,DT
3502,server,0,0,NN
3503,before,0,0,IN
3504,returning,0,0,VBG
3505,the,0,0,DT
3506,delegation,0,0,NN
3507,16.19.4.,0,0,CD
3508,This,0,0,DT
3509,operation,0,0,NN
3510,is,0,0,VBZ
3511,used,0,0,VBN
3512,to,0,0,TO
3513,adjust,0,0,NN
3514,the,0,0,DT
3515,share_access,0,0,NN
3516,and,0,0,CC
3517,share_deny,0,0,NN
3518,bits,0,0,NNS
3519,for,0,0,IN
3520,a,0,0,DT
3521,given,0,0,VBN
3522,open,0,0,JJ
3523,NULL.,0,0,NNP
3524,This,0,0,DT
3525,is,0,0,VBZ
3526,necessary,0,0,JJ
3527,when,0,0,WRB
3528,a,0,0,DT
3529,given,0,0,VBN
3530,open-owner,0,0,NN
3531,opens,0,0,NNS
3532,the,0,0,DT
3533,same,0,0,JJ
3534,file,0,0,NN
3535,multiple,0,0,NN
3536,times,0,0,NNS
3537,with,0,0,IN
3538,different,0,0,JJ
3539,share_access,0,0,NN
3540,and,0,0,CC
3541,share_deny,0,0,NN
3542,flags,0,0,NNS
3543,NULL.,0,0,NNP
3544,In,0,0,IN
3545,this,0,0,DT
3546,situation,0,0,NN
3547,a,0,0,DT
3548,close,0,0,RB
3549,of,0,0,IN
3550,one,0,0,CD
3551,of,0,0,IN
3552,the,0,0,DT
3553,opens,0,0,NNS
3554,may,0,0,MD
3555,change,0,0,NN
3556,the,0,0,DT
3557,appropriate,0,0,NN
3558,share_access,0,0,NN
3559,and,0,0,CC
3560,share_deny,0,0,NN
3561,flags,0,0,NNS
3562,to,0,0,TO
3563,remove,0,0,VB
3564,bits,0,0,NNS
3565,associated,0,0,VBN
3566,with,0,0,IN
3567,opens,0,0,NNS
3568,no,0,0,DT
3569,longer,0,0,NN
3570,in,0,0,IN
3571,effect,0,0,NN
3572,The,0,0,DT
3573,share_access,0,0,NN
3574,and,0,0,CC
3575,share_deny,0,0,NN
3576,bits,0,0,NNS
3577,specified,0,0,VBN
3578,in,0,0,IN
3579,this,0,0,DT
3580,operation,0,0,NN
3581,replace,0,0,VB
3582,the,0,0,DT
3583,current,0,0,JJ
3584,ones,0,0,NNS
3585,for,0,0,IN
3586,the,0,0,DT
3587,specified,0,0,VBN
3588,open,0,0,JJ
3589,file,0,0,NN
3590,NULL.,0,0,NNP
3591,The,0,0,DT
3592,share_access,0,0,NN
3593,and,0,0,CC
3594,share_deny,0,0,NN
3595,bits,0,0,NNS
3596,specified,0,0,VBN
3597,must,0,0,MD
3598,be,0,0,VB
3599,exactly,0,0,RB
3600,equal,0,0,JJ
3601,to,0,0,TO
3602,the,0,0,DT
3603,union,0,0,NN
3604,of,0,0,IN
3605,the,0,0,DT
3606,share_access,0,0,NN
3607,and,0,0,CC
3608,share_deny,0,0,NN
3609,bits,0,0,NNS
3610,specified,0,0,VBN
3611,for,0,0,IN
3612,some,0,0,DT
3613,subset,0,0,NN
3614,of,0,0,IN
3615,the,0,0,DT
3616,OPENs,0,0,NN
3617,in,0,0,IN
3618,effect,0,0,NN
3619,for,0,0,IN
3620,the,0,0,DT
3621,current,0,0,JJ
3622,open-owner,0,0,NN
3623,on,0,0,IN
3624,the,0,0,DT
3625,current,0,0,JJ
3626,file,0,0,NN
3627,NULL.,0,0,NNP
3628,If,0,0,IN
3629,that,0,0,IN
3630,constraint,0,0,NN
3631,is,0,0,VBZ
3632,not,0,0,RB
3633,respected,0,0,VBN
3634,the,0,0,DT
3635,error,0,0,NN
3636,NFS4ERR_INVAL,0,0,NN
3637,should,0,0,MD
3638,be,0,0,VB
3639,returned,0,0,VBN
3640,NULL.,0,0,NNP
3641,Since,0,0,IN
3642,share_access,0,0,NN
3643,and,0,0,CC
3644,share_deny,0,0,NN
3645,bits,0,0,NNS
3646,are,0,0,VBP
3647,subsets,0,0,NNS
3648,of,0,0,IN
3649,those,0,0,DT
3650,already,0,0,RB
3651,granted,0,0,VBN
3652,it,0,0,PRP
3653,is,0,0,VBZ
3654,not,0,0,RB
3655,possible,0,0,JJ
3656,for,0,0,IN
3657,this,0,0,DT
3658,request,0,0,NN
3659,to,0,0,TO
3660,be,0,0,VB
3661,denied,0,0,VBD
3662,because,0,0,IN
3663,of,0,0,IN
3664,conflicting,0,0,VBG
3665,share,0,0,NN
3666,reservations,0,0,NNS
3667,As,0,0,IN
3668,the,0,0,DT
3669,OPEN_DOWNGRADE,0,0,NN
3670,may,0,0,MD
3671,change,0,0,NN
3672,a,0,0,DT
3673,file,0,0,NN
3674,to,0,0,TO
3675,be,0,0,VB
3676,not-open-for-write,0,0,JJ
3677,and,0,0,CC
3678,a,0,0,DT
3679,write,0,0,NN
3680,byte-range,0,0,NN
3681,lock,0,0,NN
3682,might,0,0,MD
3683,be,0,0,VB
3684,held,0,0,NN
3685,the,0,0,DT
3686,server,0,0,NN
3687,may,0,0,MD
3688,have,0,0,VB
3689,to,0,0,TO
3690,reject,0,0,NN
3691,the,0,0,DT
3692,OPEN_DOWNGRADE,0,0,NN
3693,with,0,0,IN
3694,an,0,0,DT
3695,NFS4ERR_LOCKS_HELD,0,0,NN
3696,On,0,0,IN
3697,success,0,0,NN
3698,the,0,0,DT
3699,current,0,0,JJ
3700,filehandle,0,0,NN
3701,retains,0,0,NNS
3702,its,0,0,PRP$
3703,value,0,0,NN
3704,16.11.4.,0,0,CD
3705,The,0,0,DT
3706,LOCKT,0,0,NN
3707,operation,0,0,NN
3708,tests,0,0,NNS
3709,the,0,0,DT
3710,lock,0,0,NN
3711,as,0,0,IN
3712,specified,0,0,VBN
3713,in,0,0,IN
3714,the,0,0,DT
3715,arguments,0,0,NNS
3716,NULL.,0,0,NNP
3717,If,0,0,IN
3718,a,0,0,DT
3719,conflicting,Variable,0,VBG
3720,lock,Variable,0,NN
3721,exists,0,0,NNS
3722,the,0,0,DT
3723,owner,Variable,0,NN
3724,offset,Variable,0,NN
3725,length,Variable,0,NN
3726,and,0,0,CC
3727,type,Variable,0,NN
3728,of,Variable,0,IN
3729,the,Variable,0,DT
3730,conflicting,Variable,0,VBG
3731,lock,Variable,0,NN
3732,are,0,0,VBP
3733,returned;,0,0,VBN
3734,if,0,0,IN
3735,no,0,0,DT
3736,lock,Variable,0,NN
3737,is,0,0,VBZ
3738,held,0,0,NN
3739,nothing,0,0,NN
3740,other,0,0,JJ
3741,than,0,0,IN
3742,NFS4_OK,Value,0,NN
3743,is,0,0,VBZ
3744,returned,0,0,VBN
3745,NULL,Variable,0,NN
3746,Lock,0,0,NN
3747,types,0,0,NNS
3748,READ_LT,0,0,NN
3749,and,0,0,CC
3750,READW_LT,0,0,NN
3751,are,0,0,VBP
3752,processed,0,0,VBN
3753,in,0,0,IN
3754,the,0,0,DT
3755,same,0,0,JJ
3756,way,0,0,NN
3757,in,0,0,IN
3758,that,0,0,IN
3759,a,0,0,DT
3760,conflicting,0,0,VBG
3761,lock,0,0,NN
3762,test,0,0,NN
3763,is,0,0,VBZ
3764,done,0,0,VBN
3765,without,0,0,IN
3766,regard,0,0,NN
3767,to,0,0,TO
3768,blocking,0,0,VBG
3769,or,0,0,CC
3770,non-blocking,0,0,NN
3771,NULL.,0,0,NNP
3772,The,0,0,DT
3773,same,0,0,JJ
3774,is,0,0,VBZ
3775,true,0,0,JJ
3776,for,0,0,IN
3777,WRITE_LT,0,0,NN
3778,and,0,0,CC
3779,WRITEW_LT,0,0,NN
3780,The,0,0,DT
3781,ranges,0,0,NNS
3782,are,0,0,VBP
3783,specified,0,0,VBN
3784,as,0,0,IN
3785,for,0,0,IN
3786,LOCK,0,0,NN
3787,NULL.,0,0,NNP
3788,The,0,0,DT
3789,NFS4ERR_INVAL,Value,0,NN
3790,and,0,0,CC
3791,NFS4ERR_BAD_RANGE,Value,0,NN
3792,errors,0,0,NNS
3793,are,0,0,VBP
3794,returned,0,0,VBN
3795,under,0,0,IN
3796,the,0,0,DT
3797,same,0,0,JJ
3798,circumstances,0,0,NNS
3799,as,0,0,IN
3800,for,0,0,IN
3801,LOCK,0,0,NN
3802,NULL,Variable,0,NN
3803,On,0,0,IN
3804,success,Value,0,NN
3805,the,0,0,DT
3806,current,Variable,0,JJ
3807,filehandle,Variable,0,NN
3808,retains,0,0,NNS
3809,its,Variable,0,PRP$
3810,value,Variable,0,NN
3811,NULL,Variable,0,NN
3812,16.11.5.,0,0,CD
3813,If,0,0,IN
3814,the,0,0,DT
3815,server,0,0,NN
3816,is,0,0,VBZ
3817,unable,0,0,JJ
3818,to,0,0,TO
3819,determine,0,0,NN
3820,the,0,0,DT
3821,exact,0,0,NN
3822,offset,Variable,0,NN
3823,and,0,0,CC
3824,length,Variable,0,NN
3825,of,0,0,IN
3826,the,0,0,DT
3827,conflicting,0,0,VBG
3828,lock,0,0,NN
3829,the,0,0,DT
3830,same,0,0,JJ
3831,offset,Variable,0,NN
3832,and,0,0,CC
3833,length,Variable,0,NN
3834,that,0,0,IN
3835,were,0,0,VBD
3836,provided,0,0,VBN
3837,in,0,0,IN
3838,the,0,0,DT
3839,arguments,0,0,NNS
3840,should,0,0,MD
3841,be,0,0,VB
3842,returned,0,0,VBN
3843,in,0,0,IN
3844,the,0,0,DT
3845,denied,Variable,0,VBD
3846,results,Variable,0,NNS
3847,NULL.,0,0,NNP
3848,Section,0,0,NN
3849,9,0,0,CD
3850,contains,0,0,NNS
3851,further,0,0,RB
3852,discussion,0,0,NN
3853,of,0,0,IN
3854,the,0,0,DT
3855,file,0,0,NN
3856,locking,0,0,VBG
3857,mechanisms,0,0,NNS
3858,LOCKT,0,0,NN
3859,uses,0,0,NNS
3860,a,0,0,DT
3861,lock_owner4,0,0,NN
3862,rather,0,0,RB
3863,than,0,0,IN
3864,a,0,0,DT
3865,stateid4,0,0,NN
3866,as,0,0,IN
3867,is,0,0,VBZ
3868,used,0,0,VBN
3869,in,0,0,IN
3870,LOCK,0,0,NN
3871,to,0,0,TO
3872,identify,0,0,VB
3873,the,0,0,DT
3874,owner,0,0,NN
3875,NULL.,0,0,NNP
3876,This,0,0,DT
3877,is,0,0,VBZ
3878,because,0,0,IN
3879,the,0,0,DT
3880,client,0,0,NN
3881,does,0,0,VBZ
3882,not,0,0,RB
3883,have,0,0,VB
3884,to,0,0,TO
3885,open,0,0,JJ
3886,the,0,0,DT
3887,file,0,0,NN
3888,to,0,0,TO
3889,test,0,0,NN
3890,for,0,0,IN
3891,the,0,0,DT
3892,existence,0,0,NN
3893,of,0,0,IN
3894,a,0,0,DT
3895,lock,0,0,NN
3896,so,0,0,RB
3897,a,0,0,DT
3898,stateid,0,0,NN
3899,may,0,0,MD
3900,not,0,0,RB
3901,be,0,0,VB
3902,available,0,0,JJ
3903,The,0,0,DT
3904,test,0,0,NN
3905,for,0,0,IN
3906,conflicting,0,0,VBG
3907,locks,0,0,NNS
3908,SHOULD,0,0,MD
3909,exclude,0,0,NN
3910,locks,0,0,NNS
3911,for,0,0,IN
3912,the,0,0,DT
3913,current,0,0,JJ
3914,lock-owner,0,0,NN
3915,NULL.,0,0,NNP
3916,Note,0,0,NN
3917,that,0,0,IN
3918,since,0,0,IN
3919,such,0,0,JJ
3920,locks,0,0,NNS
3921,are,0,0,VBP
3922,not,0,0,RB
3923,examined,0,0,VBN
3924,the,0,0,DT
3925,possible,0,0,JJ
3926,existence,0,0,NN
3927,of,0,0,IN
3928,overlapping,0,0,VBG
3929,ranges,0,0,NNS
3930,may,0,0,MD
3931,not,0,0,RB
3932,affect,0,0,NN
3933,the,0,0,DT
3934,results,0,0,NNS
3935,of,0,0,IN
3936,LOCKT,0,0,NN
3937,NULL.,0,0,NNP
3938,If,0,0,IN
3939,the,0,0,DT
3940,server,0,0,NN
3941,does,0,0,VBZ
3942,examine,0,0,NN
3943,locks,0,0,NNS
3944,that,0,0,IN
3945,match,0,0,NN
3946,the,0,0,DT
3947,lock-owner,0,0,NN
3948,for,0,0,IN
3949,the,0,0,DT
3950,purpose,0,0,NN
3951,of,0,0,IN
3952,range,0,0,NN
3953,checking,0,0,VBG
3954,NFS4ERR_LOCK_RANGE,Value,0,NN
3955,may,0,0,MD
3956,be,0,0,VB
3957,returned,0,0,VBN
3958,NULL,Variable,0,NN
3959,In,0,0,IN
3960,the,0,0,DT
3961,event,0,0,NN
3962,that,0,0,IN
3963,it,0,0,PRP
3964,returns,0,0,NNS
3965,NFS4_OK,Value,0,NN
3966,clients,0,0,NNS
3967,may,0,0,MD
3968,do,0,0,VB
3969,a,0,0,DT
3970,LOCK,0,0,NN
3971,and,0,0,CC
3972,receive,0,0,NN
3973,NFS4ERR_LOCK_RANGE,Value,0,NN
3974,on,0,0,IN
3975,the,0,0,DT
3976,LOCK,0,0,NN
3977,request,0,0,NN
3978,because,0,0,IN
3979,of,0,0,IN
3980,the,0,0,DT
3981,flexibility,0,0,NN
3982,provided,0,0,VBN
3983,to,0,0,TO
3984,the,0,0,DT
3985,server,0,0,NN
3986,NULL,Variable,0,NN
3987,When,0,0,WRB
3988,a,0,0,DT
3989,client,0,0,NN
3990,holds,0,0,VBZ
3991,an,0,0,DT
3992,OPEN_DELEGATE_WRITE,Value,0,NN
3993,delegation,0,0,NN
3994,it,0,0,PRP
3995,may,0,0,MD
3996,choose,0,0,NN
3997,see,0,0,VB
3998,Section,0,0,NN
3999,16.10.5,0,0,CD
4000,to,0,0,TO
4001,handle,0,0,NN
4002,LOCK,0,0,NN
4003,requests,0,0,NNS
4004,locally,0,0,RB
4005,NULL.,0,0,NNP
4006,In,0,0,IN
4007,such,0,0,JJ
4008,a,0,0,DT
4009,case,0,0,NN
4010,LOCKT,0,0,NN
4011,requests,0,0,NNS
4012,will,0,0,MD
4013,similarly,0,0,RB
4014,be,0,0,VB
4015,handled,0,0,VBN
4016,locally,0,0,RB
4017,16.17.4.,0,0,CD
4018,The,0,0,DT
4019,OPENATTR,0,0,NN
4020,operation,0,0,NN
4021,is,0,0,VBZ
4022,used,0,0,VBN
4023,to,0,0,TO
4024,obtain,0,0,VB
4025,the,0,0,DT
4026,filehandle,0,0,NN
4027,of,0,0,IN
4028,the,0,0,DT
4029,named,0,0,VBN
4030,attribute,0,0,NN
4031,directory,0,0,NN
4032,associated,0,0,VBN
4033,with,0,0,IN
4034,the,0,0,DT
4035,current,Variable,0,JJ
4036,filehandle,Variable,0,NN
4037,NULL.,0,0,NNP
4038,The,0,0,DT
4039,result,0,0,NN
4040,of,0,0,IN
4041,the,0,0,DT
4042,OPENATTR,0,0,NN
4043,will,0,0,MD
4044,be,0,0,VB
4045,a,0,0,DT
4046,filehandle,0,0,NN
4047,to,0,0,TO
4048,an,0,0,DT
4049,object,0,0,NN
4050,of,0,0,IN
4051,type,0,0,NN
4052,NF4ATTRDIR,Value,0,NN
4053,NULL.,0,0,NNP
4054,From,0,0,IN
4055,this,0,0,DT
4056,filehandle,0,0,NN
4057,READDIR,0,0,NN
4058,and,0,0,CC
4059,LOOKUP,0,0,NN
4060,operations,0,0,NNS
4061,can,0,0,MD
4062,be,0,0,VB
4063,used,0,0,VBN
4064,to,0,0,TO
4065,obtain,0,0,VB
4066,filehandles,0,0,NNS
4067,for,0,0,IN
4068,the,0,0,DT
4069,various,0,0,JJ
4070,named,0,0,VBN
4071,attributes,0,0,NNS
4072,associated,0,0,VBN
4073,with,0,0,IN
4074,the,0,0,DT
4075,original,0,0,JJ
4076,file,0,0,NN
4077,system,0,0,NN
4078,object,0,0,NN
4079,NULL.,0,0,NNP
4080,Filehandles,0,0,NNS
4081,returned,0,0,VBN
4082,within,0,0,IN
4083,the,0,0,DT
4084,named,0,0,VBN
4085,attribute,0,0,NN
4086,directory,0,0,NN
4087,will,0,0,MD
4088,have,0,0,VB
4089,a,0,0,DT
4090,type,0,0,NN
4091,of,0,0,IN
4092,NF4NAMEDATTR,Value,0,NN
4093,The,0,0,DT
4094,createdir,0,0,NN
4095,argument,0,0,NN
4096,allows,0,0,NNS
4097,the,0,0,DT
4098,client,0,0,NN
4099,to,0,0,TO
4100,signify,0,0,NN
4101,if,0,0,IN
4102,a,0,0,DT
4103,named,0,0,VBN
4104,attribute,0,0,NN
4105,directory,0,0,NN
4106,should,0,0,MD
4107,be,0,0,VB
4108,created,0,0,VBN
4109,as,0,0,IN
4110,a,0,0,DT
4111,result,0,0,NN
4112,of,0,0,IN
4113,the,0,0,DT
4114,OPENATTR,0,0,NN
4115,operation,0,0,NN
4116,NULL.,0,0,NNP
4117,Some,0,0,DT
4118,clients,0,0,NNS
4119,may,0,0,MD
4120,use,0,0,NN
4121,the,0,0,DT
4122,OPENATTR,0,0,NN
4123,operation,0,0,NN
4124,with,0,0,IN
4125,a,0,0,DT
4126,value,0,0,NN
4127,of,0,0,IN
4128,FALSE,Value,0,NN
4129,for,0,0,IN
4130,createdir,Variable,0,NN
4131,to,0,0,TO
4132,determine,0,0,NN
4133,if,0,0,IN
4134,any,0,0,DT
4135,named,Variable,0,VBN
4136,attributes,Variable,0,NNS
4137,exist,0,0,NN
4138,for,0,0,IN
4139,the,0,0,DT
4140,object,0,0,NN
4141,NULL.,0,0,NNP
4142,If,0,0,IN
4143,none,Value,0,NN
4144,exist,0,0,NN
4145,then,0,0,RB
4146,NFS4ERR_NOENT,Value,0,NN
4147,will,0,0,MD
4148,be,0,0,VB
4149,returned,0,0,VBN
4150,NULL,Variable,0,NN
4151,If,0,0,IN
4152,createdir,Variable,0,NN
4153,has,0,0,VBZ
4154,a,0,0,DT
4155,value,0,0,NN
4156,of,0,0,IN
4157,TRUE,Value,0,NN
4158,and,0,0,CC
4159,no,0,0,DT
4160,named,Variable,0,VBN
4161,attribute,Variable,0,NN
4162,directory,0,0,NN
4163,exists,Value,0,NNS
4164,one,0,0,CD
4165,is,0,0,VBZ
4166,created,0,0,VBN
4167,NULL.,0,0,NNP
4168,The,0,0,DT
4169,creation,0,0,NN
4170,of,0,0,IN
4171,a,0,0,DT
4172,named,0,0,VBN
4173,attribute,0,0,NN
4174,directory,0,0,NN
4175,assumes,0,0,NNS
4176,that,0,0,IN
4177,the,0,0,DT
4178,server,0,0,NN
4179,has,0,0,VBZ
4180,implemented,0,0,VBN
4181,named,0,0,VBN
4182,attribute,0,0,NN
4183,support,0,0,NN
4184,in,0,0,IN
4185,this,0,0,DT
4186,fashion,0,0,NN
4187,and,0,0,CC
4188,is,0,0,VBZ
4189,not,0,0,RB
4190,required,0,0,VBN
4191,to,0,0,TO
4192,do,0,0,VB
4193,so,0,0,RB
4194,by,0,0,IN
4195,this,0,0,DT
4196,definition,0,0,NN
4197,16.17.5.,0,0,CD
4198,If,0,0,IN
4199,the,0,0,DT
4200,server,0,0,NN
4201,does,0,0,VBZ
4202,not,0,0,RB
4203,support,0,0,NN
4204,named,Value,0,VBN
4205,attributes,Value,0,NNS
4206,for,0,0,IN
4207,the,0,0,DT
4208,current,Variable,0,JJ
4209,filehandle,Variable,0,NN
4210,an,0,0,DT
4211,error,0,0,NN
4212,of,0,0,IN
4213,NFS4ERR_NOTSUPP,Value,0,NN
4214,will,0,0,MD
4215,be,0,0,VB
4216,returned,0,0,VBN
4217,to,0,0,TO
4218,the,0,0,DT
4219,client,0,0,NN
4220,NULL,Variable,0,NN
4221,16.7.4.,0,0,CD
4222,The,0,0,DT
4223,GETATTR,0,0,NN
4224,operation,0,0,NN
4225,will,0,0,MD
4226,obtain,0,0,VB
4227,attributes,0,0,NNS
4228,for,0,0,IN
4229,the,0,0,DT
4230,file,0,0,NN
4231,system,0,0,NN
4232,object,0,0,NN
4233,specified,0,0,VBN
4234,by,0,0,IN
4235,the,0,0,DT
4236,current,Variable,0,JJ
4237,filehandle,Variable,0,NN
4238,NULL.,0,0,NNP
4239,The,0,0,DT
4240,client,0,0,NN
4241,sets,0,0,NNS
4242,a,0,0,DT
4243,bit,0,0,NN
4244,in,0,0,IN
4245,the,0,0,DT
4246,bitmap,0,0,NN
4247,argument,0,0,NN
4248,for,0,0,IN
4249,each,0,0,DT
4250,attribute,0,0,NN
4251,value,0,0,NN
4252,that,0,0,IN
4253,it,0,0,PRP
4254,would,0,0,MD
4255,like,0,0,IN
4256,the,0,0,DT
4257,server,0,0,NN
4258,to,0,0,TO
4259,return,0,0,NN
4260,NULL.,0,0,NNP
4261,The,0,0,DT
4262,server,0,0,NN
4263,returns,0,0,NNS
4264,an,0,0,DT
4265,attribute,Variable,0,NN
4266,bitmap,Variable,0,NN
4267,that,0,0,IN
4268,indicates,0,0,NNS
4269,the,0,0,DT
4270,attribute,0,0,NN
4271,values,0,0,NNS
4272,for,0,0,IN
4273,which,0,0,WDT
4274,it,0,0,PRP
4275,was,0,0,VBD
4276,able,0,0,JJ
4277,to,0,0,TO
4278,return,0,0,NN
4279,values,0,0,NNS
4280,followed,0,0,VBD
4281,by,0,0,IN
4282,the,0,0,DT
4283,attribute,Variable,0,NN
4284,values,Variable,0,NNS
4285,ordered,0,0,VBN
4286,lowest,0,0,JJS
4287,attribute,0,0,NN
4288,number,0,0,NN
4289,first,0,0,RB
4290,The,0,0,DT
4291,server,0,0,NN
4292,MUST,0,0,NN
4293,return,0,0,NN
4294,a,0,0,DT
4295,value,Variable,0,NN
4296,for,0,0,IN
4297,each,0,0,DT
4298,attribute,Variable,0,NN
4299,that,0,0,IN
4300,the,0,0,DT
4301,client,0,0,NN
4302,requests,0,0,NNS
4303,if,0,0,IN
4304,the,0,0,DT
4305,attribute,Variable,0,NN
4306,is,0,0,VBZ
4307,supported,0,0,VBN
4308,by,0,0,IN
4309,the,0,0,DT
4310,server,0,0,NN
4311,NULL.,0,0,NNP
4312,If,0,0,IN
4313,the,0,0,DT
4314,server,0,0,NN
4315,does,0,0,VBZ
4316,not,0,0,RB
4317,support,0,0,NN
4318,an,0,0,DT
4319,attribute,Variable,0,NN
4320,or,0,0,CC
4321,cannot,0,0,MD
4322,approximate,0,0,NN
4323,a,0,0,DT
4324,useful,0,0,JJ
4325,value,Variable,0,NN
4326,then,0,0,RB
4327,it,0,0,PRP
4328,MUST,0,0,NN
4329,NOT,0,0,NN
4330,return,0,0,NN
4331,the,0,0,DT
4332,attribute,Variable,0,NN
4333,value,Variable,0,NN
4334,and,0,0,CC
4335,MUST,0,0,NN
4336,NOT,0,0,NN
4337,set,0,0,NN
4338,the,0,0,DT
4339,attribute,Variable,0,NN
4340,bit,Variable,0,NN
4341,in,0,0,IN
4342,the,0,0,DT
4343,result,Variable,0,NN
4344,bitmap,Variable,0,NN
4345,NULL,Variable,0,NN
4346,The,0,0,DT
4347,server,0,0,NN
4348,MUST,0,0,NN
4349,return,0,0,NN
4350,an,0,0,DT
4351,error,Value,0,NN
4352,if,0,0,IN
4353,it,0,0,PRP
4354,supports,0,0,NNS
4355,an,0,0,DT
4356,attribute,Variable,0,NN
4357,on,0,0,IN
4358,the,0,0,DT
4359,target,0,0,NN
4360,but,0,0,CC
4361,cannot,0,0,MD
4362,obtain,0,0,VB
4363,its,0,0,PRP$
4364,value,Variable,0,NN
4365,NULL,Variable,0,NN
4366,In,0,0,IN
4367,that,0,0,IN
4368,case,0,0,NN
4369,no,0,0,DT
4370,attribute,Variable,0,NN
4371,values,Variable,0,NNS
4372,will,0,0,MD
4373,be,0,0,VB
4374,returned,0,0,VBN
4375,File,0,0,NN
4376,systems,0,0,NNS
4377,that,0,0,IN
4378,are,0,0,VBP
4379,absent,0,0,NN
4380,should,0,0,MD
4381,be,0,0,VB
4382,treated,0,0,VBN
4383,as,0,0,IN
4384,having,0,0,VBG
4385,support,0,0,NN
4386,for,0,0,IN
4387,a,0,0,DT
4388,very,0,0,RB
4389,small,0,0,JJ
4390,set,0,0,NN
4391,of,0,0,IN
4392,attributes,0,0,NNS
4393,as,0,0,IN
4394,described,0,0,NN
4395,in,0,0,IN
4396,Section,0,0,NN
4397,8.3.1,0,0,CD
4398,--,0,0,:
4399,even,0,0,RB
4400,if,0,0,IN
4401,previously,0,0,RB
4402,when,0,0,WRB
4403,the,0,0,DT
4404,file,0,0,NN
4405,system,0,0,NN
4406,was,0,0,VBD
4407,present,0,0,NN
4408,more,0,0,RBR
4409,attributes,0,0,NNS
4410,were,0,0,VBD
4411,supported,0,0,VBN
4412,All,0,0,DT
4413,servers,0,0,NNS
4414,MUST,0,0,NN
4415,support,0,0,NN
4416,the,0,0,DT
4417,REQUIRED,0,0,NN
4418,attributes,0,0,NNS
4419,as,0,0,IN
4420,specified,0,0,VBN
4421,in,0,0,IN
4422,Section,0,0,NN
4423,5,0,0,CD
4424,for,0,0,IN
4425,all,0,0,DT
4426,file,0,0,NN
4427,systems,0,0,NNS
4428,with,0,0,IN
4429,the,0,0,DT
4430,exception,0,0,NN
4431,of,0,0,IN
4432,absent,0,0,NN
4433,file,0,0,NN
4434,systems,0,0,NNS
4435,On,0,0,IN
4436,success,Value,0,NN
4437,the,0,0,DT
4438,current,Variable,0,JJ
4439,filehandle,Variable,0,NN
4440,retains,0,0,NNS
4441,its,0,0,PRP$
4442,value,Variable,0,NN
4443,NULL,Variable,0,NN
4444,16.7.5.,0,0,CD
4445,Suppose,0,0,VB
4446,there,0,0,RB
4447,is,0,0,VBZ
4448,an,0,0,DT
4449,OPEN_DELEGATE_WRITE,0,0,NN
4450,delegation,0,0,NN
4451,held,0,0,NN
4452,by,0,0,IN
4453,another,0,0,DT
4454,client,0,0,NN
4455,for,0,0,IN
4456,the,0,0,DT
4457,file,0,0,NN
4458,in,0,0,IN
4459,question,0,0,NN
4460,and,0,0,CC
4461,size,0,0,NN
4462,and/or,0,0,NN
4463,change,0,0,NN
4464,are,0,0,VBP
4465,among,0,0,IN
4466,the,0,0,DT
4467,set,0,0,NN
4468,of,0,0,IN
4469,attributes,0,0,NNS
4470,being,0,0,VBG
4471,interrogated,0,0,VBN
4472,NULL.,0,0,NNP
4473,The,0,0,DT
4474,server,0,0,NN
4475,has,0,0,VBZ
4476,two,0,0,CD
4477,choices,0,0,NNS
4478,NULL.,0,0,NNP
4479,First,0,0,RB
4480,the,0,0,DT
4481,server,0,0,NN
4482,can,0,0,MD
