,entity,tag
5467,available,0
5468,<NULL>.,0
5470,These,0
5471,same,0
5472,warnings,0
5473,apply,0
5474,to,0
5475,NFSv4,0
5476,<NULL>.,0
5478,It,0
5479,is,0
5480,"likely,",0
5481,"therefore,",0
5482,that,0
5483,because,0
5484,of,0
5485,server,0
5486,implementation,0
5487,details,0
5488,an,0
5489,NFSv3,0
5490,absolute,0
5491,public,0
5492,filehandle,0
5493,lookup,0
5494,may,0
5495,behave,0
5496,differently,0
5497,than,0
5498,an,0
5499,NFSv4,0
5500,absolute,0
5501,resolution,0
5502,There,0
5503,is,0
5504,a,0
5505,form,0
5506,of,0
5507,security,0
5508,negotiation,0
5509,as,0
5510,described,0
5511,in,0
5512,[RFC2755],0
5513,that,0
5514,uses,0
5515,the,0
5516,public,0
5517,filehandle,0
5518,as,0
5519,a,0
5520,method,0
5521,of,0
5522,employing,0
5523,the,0
5524,Simple,0
5525,and,0
5526,Protected,0
5527,GSS-API,0
5528,Negotiation,0
5529,Mechanism,0
5530,(SNEGO),0
5531,[RFC4178],0
5532,<NULL>.,0
5534,This,0
5535,method,0
5536,is,0
5537,not,0
5538,available,0
5539,with,0
5540,"NFSv4,",0
5541,as,0
5542,filehandles,0
5543,are,0
5544,not,0
5545,overloaded,0
5546,with,0
5547,special,0
5548,meaning,0
5549,and,0
5550,therefore,0
5551,do,0
5552,not,0
5553,provide,0
5554,the,0
5555,same,0
5556,framework,0
5557,as,0
5558,NFSv2,0
5559,and,0
5560,NFSv3,0
5561,<NULL>.,0
5563,Clients,0
5564,should,0
5565,therefore,0
5566,use,0
5567,the,0
5568,security,0
5569,negotiation,0
5570,mechanisms,0
5571,described,0
5572,in,0
5573,this,0
5574,RFC,0
5575,16.14.4.,0
5577,The,0
5578,current filehandle,Variable
5579,is,0
5580,assumed,0
5581,to,0
5582,refer,0
5583,to,0
5584,a,0
5585,regular,0
5586,directory,0
5587,or,0
5588,a,0
5589,named,0
5590,attribute,0
5591,directory,0
5592,<NULL>.,0
5594,LOOKUPP,0
5595,assigns,0
5596,the,0
5597,filehandle for its parent directory,Value
5598,to,0
5599,be,0
5600,the,0
5601,current filehandle,Variable
5602,<NULL>.,0
5604,If,0
5605,there,0
5606,is,0
5607,no,0
5608,parent directory,Value
5610,an,0
5611,NFS4ERR_NOENT,Value
5612,error,0
5613,must,0
5614,be,0
5615,returned,0
5616,<NULL>,Variable
5619,"Therefore,",0
5620,NFS4ERR_NOENT,Value
5621,will,0
5622,be,0
5623,returned,0
5624,by,0
5625,the,0
5626,server,0
5627,when,0
5628,the,0
5629,current filehandle,Variable
5630,is,0
5631,at the root or top of the server's file tree,Value
5632,<NULL>,Variable
5633,16.14.5.,0
5635,As,0
5636,for,0
5637,"LOOKUP,",0
5638,LOOKUPP,0
5639,will,0
5640,also,0
5641,cross,0
5642,mount,0
5643,points,0
5644,If,0
5645,the,0
5646,current filehandle,Variable
5647,is,0
5648,not a directory,Value
5649,or,0
5650,named attribute directory,Value
5652,the,0
5653,error,0
5654,NFS4ERR_NOTDIR,Value
5655,is,0
5656,returned,0
5657,<NULL>,Variable
5658,If,0
5659,the,0
5660,current filehandle,Variable
5661,is,0
5662,a,0
5663,named,0
5664,attribute,0
5665,directory,0
5666,that,0
5667,is,0
5668,associated,0
5669,with,0
5670,a,0
5671,file,0
5672,system,0
5673,object,0
5674,via,0
5675,OPENATTR,0
5676,"(i.e.,",0
5677,not,0
5678,a,0
5679,subdirectory,0
5680,of,0
5681,a,0
5682,named,0
5683,attribute,0
5684,"directory),",0
5685,LOOKUPP,0
5686,SHOULD,0
5687,return,0
5688,the,0
5689,filehandle of the associated file system objec,Value
5691,<NULL>,Variable
5692,16.23.4.,0
5694,The,0
5695,READ,0
5696,operation,0
5697,reads,0
5698,data,0
5699,from,0
5700,the,0
5701,regular,0
5702,file,0
5703,identified,0
5704,by,0
5705,the,0
5706,current filehandle,Variable
5707,The,0
5708,client,0
5709,provides,0
5710,an,0
5711,offset,Variable
5712,of,0
5713,where,0
5714,the,0
5715,READ,0
5716,is,0
5717,to,0
5718,start,0
5719,and,0
5720,a,0
5721,count,Variable
5722,of,0
5723,how,0
5724,many,0
5725,bytes,0
5726,are,0
5727,to,0
5728,be,0
5729,read,0
5730,<NULL>.,0
5732,An,0
5733,offset,Variable
5734,of,0
5735,0 (zero),Value
5736,means,0
5737,to,0
5738,read,0
5739,data,Variable
5740,starting,0
5741,at,0
5742,the,0
5743,beginning of the file,Value
5744,<NULL>.,0
5746,If,0
5747,the,0
5748,offset,Variable
5749,is,0
5750,greater than or equal to,Variable
5751,the,0
5752,size of the file,Variable
5754,the,0
5755,status,Variable
5757,NFS4_OK,Value
5759,is,0
5760,returned,0
5761,with,0
5762,a,0
5763,data length,Variable
5764,set,0
5765,to,0
5766,0 (zero),Value
5768,and,0
5769,eof,Variable
5770,is,0
5771,set,0
5772,to,0
5773,TRUE,Value
5774,<NULL>.,0
5776,The,0
5777,READ,0
5778,is,0
5779,subject,0
5780,to,0
5781,access,0
5782,permissions,0
5783,checking,0
5784,If,0
5785,the,0
5786,client,0
5787,specifies,0
5788,a,0
5789,count,Variable
5790,value,0
5791,of,0
5792,0 (zero),Value
5794,the,0
5795,READ,0
5796,succeeds,0
5797,and,0
5798,returns,0
5799,0 (zero) bytes,Value
5800,of,0
5801,data,Variable
5802,(subject,0
5803,to,0
5804,access,0
5805,permissions,0
5806,checking),0
5807,<NULL>.,0
5809,The,0
5810,server,0
5811,may,0
5812,choose,0
5813,to,0
5814,return,0
5815,fewer,0
5816,bytes,0
5817,than,0
5818,specified,0
5819,by,0
5820,the,0
5821,client,0
5822,<NULL>.,0
5824,The,0
5825,client,0
5826,needs,0
5827,to,0
5828,check,0
5829,for,0
5830,this,0
5831,condition,0
5832,and,0
5833,handle,0
5834,the,0
5835,condition,0
5836,appropriately,0
5837,The,0
5838,stateid,Variable
5839,value,0
5840,for,0
5841,a,0
5842,READ,0
5843,request,0
5844,represents,0
5845,a,0
5846,value,0
5847,returned,0
5848,from,0
5849,a,0
5850,previous,0
5851,byte-range,0
5852,lock,0
5853,or,0
5854,share,0
5855,reservation,0
5856,"request,",0
5857,or,0
5858,the,0
5859,stateid,Variable
5860,associated,0
5861,with,0
5862,a,0
5863,delegation,0
5864,<NULL>.,0
5866,The,0
5867,stateid,Variable
5868,is,0
5869,used,0
5870,by,0
5871,the,0
5872,server,0
5873,to,0
5874,verify,0
5875,that,0
5876,the,0
5877,associated,0
5878,share,0
5879,reservation,0
5880,and,0
5881,any,0
5882,byte-range,0
5883,locks,0
5884,are,0
5885,still,0
5886,valid,0
5887,and,0
5888,to,0
5889,update,0
5890,lease,0
5891,timeouts,0
5892,for,0
5893,the,0
5894,client,0
5895,If,0
5896,the,0
5897,READ,0
5898,ended,0
5899,at,0
5900,the,0
5901,end-of-file,Variable
5902,"(formally,",0
5903,in,0
5904,a,0
5905,correctly,0
5906,formed,0
5907,READ,0
5908,"request,",0
5909,if,0
5910,offset,Variable
5911,+,0
5912,count,Variable
5913,is,0
5914,equal,0
5915,to,0
5916,the,0
5917,size of the file,Variable
5918,",",0
5919,or,0
5920,the,0
5921,READ,0
5922,request,0
5923,extends,0
5924,beyond,0
5925,the,0
5926,size,0
5927,of,0
5928,the,0
5929,file,0
5930,(if,0
5931,offset,Variable
5932,+,0
5933,count,Variable
5934,is,0
5935,greater,0
5936,than,0
5937,the size of the file,Variable
5938,",",0
5939,eof,0
5940,is,0
5941,returned,0
5942,as,0
5943,TRUE;,0
5944,"otherwise,",0
5945,it,0
5946,is,0
5947,FALSE,0
5948,<NULL>.,0
5950,A,0
5951,successful,Value
5952,READ,0
5953,of,0
5954,an,0
5955,empty,0
5956,file,0
5957,will,0
5958,always,0
5959,return,0
5960,eof,Variable
5961,as,0
5962,TRUE,Value
5963,If,0
5964,the,0
5965,current filehandle,Variable
5966,is,0
5967,not,0
5968,a,0
5969,regular file,Value
5971,an,0
5972,error,Value
5973,will,0
5974,be,0
5975,returned,0
5976,to,0
5977,the,0
5978,client,0
5979,<NULL>,Variable
5982,In,0
5983,the,0
5984,case,0
5985,where,0
5986,the,0
5987,current filehandle,Variable
5988,represents,0
5989,a directory,Variable
5991,NFS4ERR_ISDIR,Value
5992,is,0
5993,returned;,0
5994,"otherwise,",0
5995,NFS4ERR_INVAL,Value
5996,is,0
5997,returned,0
5998,<NULL>,Variable
5999,For,0
6000,a,0
6001,READ,0
6002,using,0
6003,the,0
6004,special,0
6005,anonymous,0
6006,"stateid,",0
6007,the,0
6008,server,0
6009,MAY,0
6010,allow,0
6011,the,0
6012,READ,0
6013,to,0
6014,be,0
6015,serviced,0
6016,subject,0
6017,to,0
6018,mandatory,0
6019,file,0
6020,locks,0
6021,or,0
6022,the,0
6023,current,0
6024,share_deny,0
6025,modes,0
6026,for,0
6027,the,0
6028,file,0
6029,<NULL>.,0
6031,For,0
6032,a,0
6033,READ,0
6034,using,0
6035,the,0
6036,special,0
6037,READ,0
6038,bypass,0
6039,"stateid,",0
6040,the,0
6041,server,0
6042,MAY,0
6043,allow,0
6044,READ,0
6045,operations,0
6046,to,0
6047,bypass,0
6048,locking,0
6049,checks,0
6050,at,0
6051,the,0
6052,server,0
6053,On,0
6054,success,Value
6056,the,0
6057,current filehandle,Variable
6058,retains,0
6059,its,0
6060,value,Variable
6061,<NULL>,Variable
6062,16.23.5.,0
6064,If,0
6065,the,0
6066,server,0
6067,returns,0
6068,a,0
6069,"""short read",Variable
6071,"(i.e.,",0
6072,less,0
6073,data,0
6074,than,0
6075,requested,0
6076,and,0
6077,eof,Variable
6078,is,0
6079,set,0
6080,to,0
6081,FALSE,Value
6082,",",0
6083,the,0
6084,client,0
6085,should,0
6086,send,0
6087,another,0
6088,READ,0
6089,to,0
6090,get,0
6091,the,0
6092,remaining,0
6093,data,0
6094,<NULL>.,0
6096,A,0
6097,server,0
6098,may,0
6099,return,0
6100,less,0
6101,data,0
6102,than,0
6103,requested,0
6104,under,0
6105,several,0
6106,circumstances,0
6107,<NULL>.,0
6109,The,0
6110,file,0
6111,may,0
6112,have,0
6113,been,0
6114,truncated,0
6115,by,0
6116,another,0
6117,client,0
6118,or,0
6119,perhaps,0
6120,on,0
6121,the,0
6122,server,0
6123,"itself,",0
6124,changing,0
6125,the,0
6126,file,0
6127,size,0
6128,from,0
6129,what,0
6130,the,0
6131,requesting,0
6132,client,0
6133,believes,0
6134,to,0
6135,be,0
6136,the,0
6137,case,0
6138,<NULL>.,0
6140,This,0
6141,would,0
6142,reduce,0
6143,the,0
6144,actual,0
6145,amount,0
6146,of,0
6147,data,0
6148,available,0
6149,to,0
6150,the,0
6151,client,0
6152,<NULL>.,0
6154,It,0
6155,is,0
6156,possible,0
6157,that,0
6158,the,0
6159,server,0
6160,reduces,0
6161,the,0
6162,transfer,0
6163,size,0
6164,and,0
6165,so,0
6166,returns,0
6167,a,0
6168,short,0
6169,read,0
6170,result,0
6171,<NULL>.,0
6173,Server,0
6174,resource,0
6175,exhaustion,0
6176,may,0
6177,also,0
6178,result,0
6179,in,0
6180,a,0
6181,short,0
6182,read,0
6183,If,0
6184,mandatory,0
6185,byte-range,0
6186,locking,0
6187,is,0
6188,in,0
6189,effect,0
6190,for,0
6191,the,0
6192,"file,",0
6193,and,0
6194,if,0
6195,the,0
6196,byte,0
6197,range,0
6198,corresponding,0
6199,to,0
6200,the,0
6201,data,0
6202,to,0
6203,be,0
6204,read,0
6205,from,0
6206,the,0
6207,file,0
6208,is,0
6209,WRITE_LT,0
6210,locked,0
6211,by,0
6212,an,0
6213,owner,0
6214,not,0
6215,associated,0
6216,with,0
6217,the,0
6218,"stateid,",0
6219,the,0
6220,server,0
6221,will,0
6222,return,0
6223,the,0
6224,NFS4ERR_LOCKED,0
6225,error,0
6226,<NULL>.,0
6228,The,0
6229,client,0
6230,should,0
6231,try,0
6232,to,0
6233,get,0
6234,the,0
6235,appropriate,0
6236,READ_LT,0
6237,via,0
6238,the,0
6239,LOCK,0
6240,operation,0
6241,before,0
6242,re-attempting,0
6243,the,0
6244,READ,0
6245,<NULL>.,0
6247,When,0
6248,the,0
6249,READ,0
6250,"completes,",0
6251,the,0
6252,client,0
6253,should,0
6254,release,0
6255,the,0
6256,byte-range,0
6257,lock,0
6258,via,0
6259,LOCKU,0
6260,If,0
6261,another,0
6262,client,0
6263,has,0
6264,an,0
6265,OPEN_DELEGATE_WRITE,0
6266,delegation,0
6267,for,0
6268,the,0
6269,file,0
6270,being,0
6271,"read,",0
6272,the,0
6273,delegation,0
6274,must,0
6275,be,0
6276,"recalled,",0
6277,and,0
6278,the,0
6279,operation,0
6280,cannot,0
6281,proceed,0
6282,until,0
6283,that,0
6284,delegation,0
6285,is,0
6286,returned,0
6287,or,0
6288,revoked,0
6289,<NULL>.,0
6291,Except,0
6292,where,0
6293,this,0
6294,happens,0
6295,very,0
6296,"quickly,",0
6297,one,0
6298,or,0
6299,more,0
6300,NFS4ERR_DELAY,0
6301,errors,0
6302,will,0
6303,be,0
6304,returned,0
6305,to,0
6306,requests,0
6307,made,0
6308,while,0
6309,the,0
6310,delegation,0
6311,remains,0
6312,outstanding,0
6313,<NULL>.,0
6314,"Normally,",0
6315,delegations,0
6316,will,0
6317,not,0
6318,be,0
6319,recalled,0
6320,as,0
6321,a,0
6322,result,0
6323,of,0
6324,a,0
6325,READ,0
6326,"operation,",0
6327,since,0
6328,the,0
6329,recall,0
6330,will,0
6331,occur,0
6332,as,0
6333,a,0
6334,result,0
6335,of,0
6336,an,0
6337,earlier,0
6338,OPEN,0
6339,<NULL>.,0
6341,"However,",0
6342,since,0
6343,it,0
6344,is,0
6345,possible,0
6346,for,0
6347,a,0
6348,READ,0
6349,to,0
6350,be,0
6351,done,0
6352,with,0
6353,a,0
6354,special,0
6355,"stateid,",0
6356,the,0
6357,server,0
6358,needs,0
6359,to,0
6360,check,0
6361,for,0
6362,this,0
6363,case,0
6364,even,0
6365,though,0
6366,the,0
6367,client,0
6368,should,0
6369,have,0
6370,done,0
6371,an,0
6372,OPEN,0
6373,previously,0
6374,16.10.4.,0
6376,The,0
6377,LOCK,0
6378,operation,0
6379,requests,0
6380,a,0
6381,byte-range,0
6382,lock,0
6383,for,0
6384,the,0
6385,byte,0
6386,range,0
6387,specified,0
6388,by,0
6389,the,0
6390,offset,Variable
6391,and,0
6392,length,Variable
6393,parameters,0
6394,<NULL>.,0
6396,The,0
6397,lock type,Variable
6398,is,0
6399,also,0
6400,specified,0
6401,to,0
6402,be,0
6403,one,0
6404,of,0
6405,the,0
6406,nfs_lock_type4s,0
6407,<NULL>.,0
6409,If,0
6410,this,0
6411,is,0
6412,a,0
6413,reclaim,Variable
6414,request,Variable
6416,the,0
6417,reclaim,Variable
6418,parameter,0
6419,will,0
6420,be,0
6421,TRUE,Value
6422,Bytes,0
6423,in,0
6424,a,0
6425,file,0
6426,may,0
6427,be,0
6428,locked,0
6429,even,0
6430,if,0
6431,those,0
6432,bytes,0
6433,are,0
6434,not,0
6435,currently,0
6436,allocated,0
6437,to,0
6438,the,0
6439,file,0
6440,<NULL>.,0
6442,To,0
6443,lock,0
6444,the,0
6445,file,0
6446,from,0
6447,a,0
6448,specific,0
6449,offset,Variable
6450,through,0
6451,the,0
6452,end-of-file,Variable
6453,(no,0
6454,matter,0
6455,how,0
6456,long,0
6457,the,0
6458,file,0
6459,actually,0
6460,"is),",0
6461,use,0
6462,a,0
6463,length,Variable
6464,field,0
6465,with,0
6466,all,0
6467,bits,0
6468,set,0
6469,to,0
6470,1,Value
6471,(one),0
6472,<NULL>.,0
6474,If,0
6475,the,0
6476,length,Variable
6477,is,0
6479,zero,Value
6481,or,0
6482,if,0
6483,a,0
6484,length,Variable
6485,that,0
6486,is,0
6487,not,0
6488,all,0
6489,bits,0
6490,set,0
6491,to,0
6492,one,Value
6493,is,0
6494,"specified,",0
6495,and,0
6496,the,0
6497,length,Variable
6498,when,0
6499,added,0
6500,to,0
6501,the,0
6502,offset,Variable
6503,exceeds,0
6504,the,0
6505,maximum,0
6506,64-bit unsigned integer value,Value
6508,the,0
6509,error,0
6510,NFS4ERR_INVAL,Value
6511,will,0
6512,result,0
6513,<NULL>,Variable
6514,32-bit,0
6515,servers,0
6516,are,0
6517,servers,0
6518,that,0
6519,support,0
6520,locking,0
6521,for,0
6522,byte,0
6523,offsets,0
6524,that,0
6525,fit,0
6526,within,0
6527,32,0
6528,bits,0
6529,"(i.e.,",0
6530,less,0
6531,than,0
6532,or,0
6533,equal,0
6534,to,0
6535,NFS4_UINT32_MAX),0
6536,<NULL>.,0
6538,If,0
6539,the,0
6540,client,0
6541,specifies,0
6542,a,0
6543,range,0
6544,that,0
6545,overlaps,0
6546,one,0
6547,or,0
6548,more,0
6549,bytes,0
6550,beyond,0
6551,offset,0
6552,NFS4_UINT32_MAX,0
6553,but,0
6554,does,0
6555,not,0
6556,end,0
6557,at,0
6558,offset,0
6559,"NFS4_UINT64_MAX,",0
6560,then,0
6561,such,0
6562,a,0
6563,32-bit,0
6564,server,0
6565,MUST,0
6566,return,0
6567,the,0
6568,error,0
6569,NFS4ERR_BAD_RANGE,Value
6570,<NULL>,Variable
6571,In,0
6572,the,0
6573,case,0
6574,that,0
6575,the,0
6576,lock,0
6577,is,0
6578,"denied,",0
6579,the,0
6580,owner,Variable
6582,offset,Variable
6584,and,0
6585,length,Variable
6586,of,0
6587,a,0
6588,conflicting,0
6589,lock,0
6590,are,0
6591,returned,0
6592,<NULL>,Variable
6593,On,0
6594,success,Value
6596,the,0
6597,current filehandle,Variable
6598,retains,0
6599,its,0
6600,value,Variable
6601,<NULL>,Variable
6602,16.10.5.,0
6604,If,0
6605,the,0
6606,server,0
6607,is,0
6608,unable,0
6609,to,0
6610,determine,0
6611,the,0
6612,exact,0
6613,offset,Variable
6614,and,0
6615,length,Variable
6616,of,0
6617,the,0
6618,conflicting lock,Variable
6620,the,0
6621,same,0
6622,offset,Variable
6623,and,0
6624,length,Variable
6625,that,0
6626,were,0
6627,provided,0
6628,in,0
6629,the,0
6630,arguments,0
6631,should,0
6632,be,0
6633,returned,0
6634,in,0
6635,the,0
6636,denied results,Variable
6637,<NULL>.,0
6639,Section,0
6640,9,0
6641,contains,0
6642,a,0
6643,full,0
6644,description,0
6645,of,0
6646,this,0
6647,and,0
6648,the,0
6649,other,0
6650,file,0
6651,locking,0
6652,operations,0
6653,LOCK,0
6654,operations,0
6655,are,0
6656,subject,0
6657,to,0
6658,permission,0
6659,checks,0
6660,and,0
6661,to,0
6662,checks,0
6663,against,0
6664,the,0
6665,access,0
6666,type,0
6667,of,0
6668,the,0
6669,associated,0
6670,file,0
6671,<NULL>.,0
6673,"However,",0
6674,the,0
6675,specific,0
6676,rights,0
6677,and,0
6678,modes,0
6679,required,0
6680,for,0
6681,various,0
6682,types,0
6683,of,0
6684,locks,0
6685,reflect,0
6686,the,0
6687,semantics,0
6688,of,0
6689,the,0
6690,server-exported,0
6691,file,0
6692,"system,",0
6693,and,0
6694,are,0
6695,not,0
6696,specified,0
6697,by,0
6698,the,0
6699,protocol,0
6700,<NULL>.,0
6702,For,0
6703,"example,",0
6704,Windows,0
6705,2000,0
6706,allows,0
6707,a,0
6708,write,0
6709,lock,0
6710,of,0
6711,a,0
6712,file,0
6713,open,0
6714,for,0
6715,"READ,",0
6716,while,0
6717,a,0
6718,POSIX-compliant,0
6719,system,0
6720,does,0
6721,not,0
6722,When,0
6723,the,0
6724,client,0
6725,makes,0
6726,a,0
6727,lock,0
6728,request,0
6729,that,0
6730,corresponds,0
6731,to,0
6732,a,0
6733,range that the lock-owner has locked already,Value
6734,(with,0
6735,the,0
6736,same,0
6737,or,0
6738,different,0
6739,lock,0
6740,"type),",0
6741,or,0
6742,to,0
6743,a,0
6744,sub-region,0
6745,of,0
6746,such,0
6747,a,0
6748,"range,",0
6749,or,0
6750,to,0
6751,a,0
6752,region,0
6753,that,0
6754,includes,0
6755,multiple,0
6756,locks,0
6757,already,0
6758,granted,0
6759,to,0
6760,that,0
6761,"lock-owner,",0
6762,in,0
6763,whole,0
6764,or,0
6765,in,0
6766,"part,",0
6767,and,0
6768,the,0
6769,server,0
6770,does,0
6771,not,0
6772,support,0
6773,such,0
6774,locking,0
6775,operations,0
6776,"(i.e.,",0
6777,does,0
6778,not,0
6779,support,0
6780,POSIX,0
6781,locking,0
6782,"semantics),",0
6783,the,0
6784,server,0
6785,will,0
6786,return,0
6787,the,0
6788,error,0
6789,NFS4ERR_LOCK_RANGE,Value
6790,<NULL>,Variable
6793,In,0
6794,that,0
6795,"case,",0
6796,the,0
6797,client,0
6798,may,0
6799,return,0
6800,an,0
6801,"error,",0
6802,or,0
6803,it,0
6804,may,0
6805,emulate,0
6806,the,0
6807,required,0
6808,"operations,",0
6809,using,0
6810,only,0
6811,LOCK,0
6812,for,0
6813,ranges,0
6814,that,0
6815,do,0
6816,not,0
6817,include,0
6818,any,0
6819,bytes,0
6820,already,0
6821,locked,0
6822,by,0
6823,that,0
6824,lock-owner,0
6825,and,0
6826,LOCKU,0
6827,of,0
6828,locks,0
6829,held,0
6830,by,0
6831,that,0
6832,lock-owner,0
6833,(specifying,0
6834,an,0
6835,exactly,0
6836,matching,0
6837,range,0
6838,and,0
6839,type),0
6840,<NULL>.,0
6842,"Similarly,",0
6843,when,0
6844,the,0
6845,client,0
6846,makes,0
6847,a,0
6848,lock,0
6849,request,0
6850,that,0
6851,amounts,0
6852,to,0
6853,upgrading,0
6854,(changing,0
6855,from,0
6856,a,0
6857,read,0
6858,lock,0
6859,to,0
6860,a,0
6861,write,0
6862,lock),0
6863,or,0
6864,downgrading,0
6865,(changing,0
6866,from,0
6867,a,0
6868,write,0
6869,lock,0
6870,to,0
6871,a,0
6872,read,0
6873,lock),0
6874,an,0
6875,existing,0
6876,record,0
6877,lock,0
6878,and,0
6879,the,0
6880,server,0
6881,does,0
6882,not,0
6883,support,0
6884,such,0
6885,a,0
6886,"lock,",0
6887,the,0
6888,server,0
6889,will,0
6890,return,0
6891,NFS4ERR_LOCK_NOTSUPP,0
6892,<NULL>.,0
6893,Such,0
6894,operations,0
6895,may,0
6896,not,0
6897,perfectly,0
6898,reflect,0
6899,the,0
6900,required,0
6901,semantics,0
6902,in,0
6903,the,0
6904,face,0
6905,of,0
6906,conflicting,0
6907,lock,0
6908,requests,0
6909,from,0
6910,other,0
6911,clients,0
6912,When,0
6913,a,0
6914,client,0
6915,holds,0
6916,an,0
6917,OPEN_DELEGATE_WRITE,0
6918,"delegation,",0
6919,the,0
6920,client,0
6921,holding,0
6922,that,0
6923,delegation,0
6924,is,0
6925,assured,0
6926,that,0
6927,there,0
6928,are,0
6929,no,0
6930,opens,0
6931,by,0
6932,other,0
6933,clients,0
6934,<NULL>.,0
6936,"Thus,",0
6937,there,0
6938,can,0
6939,be,0
6940,no,0
6941,conflicting,0
6942,LOCK,0
6943,operations,0
6944,from,0
6945,such,0
6946,clients,0
6947,<NULL>.,0
6949,"Therefore,",0
6950,the,0
6951,client,0
6952,may,0
6953,be,0
6954,handling,0
6955,locking,0
6956,requests,0
6957,"locally,",0
6958,without,0
6959,doing,0
6960,LOCK,0
6961,operations,0
6962,on,0
6963,the,0
6964,server,0
6965,<NULL>.,0
6967,If,0
6968,it,0
6969,does,0
6970,"that,",0
6971,it,0
6972,must,0
6973,be,0
6974,prepared,0
6975,to,0
6976,update,0
6977,the,0
6978,lock,0
6979,status,0
6980,on,0
6981,the,0
6982,server,0
6983,by,0
6984,sending,0
6985,appropriate,0
6986,LOCK,0
6987,and,0
6988,LOCKU,0
6989,operations,0
6990,before,0
6991,returning,0
6992,the,0
6993,delegation,0
6994,When,0
6995,one,0
6996,or,0
6997,more,0
6998,clients,0
6999,hold,0
7000,OPEN_DELEGATE_READ,0
7001,"delegations,",0
7002,any,0
7003,LOCK,0
7004,operation,0
7005,where,0
7006,the,0
7007,server,0
7008,is,0
7009,implementing,0
7010,mandatory,0
7011,locking,0
7012,semantics,0
7013,MUST,0
7014,result,0
7015,in,0
7016,the,0
7017,recall,0
7018,of,0
7019,all,0
7020,such,0
7021,delegations,0
7022,<NULL>.,0
7024,The,0
7025,LOCK,0
7026,operation,0
7027,may,0
7028,not,0
7029,be,0
7030,granted,0
7031,until,0
7032,all,0
7033,such,0
7034,delegations,0
7035,are,0
7036,returned,0
7037,or,0
7038,revoked,0
7039,<NULL>.,0
7041,Except,0
7042,where,0
7043,this,0
7044,happens,0
7045,very,0
7046,"quickly,",0
7047,one,0
7048,or,0
7049,more,0
7050,NFS4ERR_DELAY,0
7051,errors,0
7052,will,0
7053,be,0
7054,returned,0
7055,to,0
7056,requests,0
7057,made,0
7058,while,0
7059,the,0
7060,delegation,0
7061,remains,0
7062,outstanding,0
7063,The,0
7064,locker,0
7065,argument,0
7066,specifies,0
7067,the,0
7068,lock-owner,0
7069,that,0
7070,is,0
7071,associated,0
7072,with,0
7073,the,0
7074,LOCK,0
7075,request,0
7076,<NULL>.,0
7078,The,0
7079,locker4,0
7080,structure,0
7081,is,0
7082,a,0
7083,switched,0
7084,union,0
7085,that,0
7086,indicates,0
7087,whether,0
7088,the,0
7089,client,0
7090,has,0
7091,already,0
7092,created,0
7093,byte-range,0
7094,locking,0
7095,state,0
7096,associated,0
7097,with,0
7098,the,0
7099,current,0
7100,open,0
7101,file,0
7102,and,0
7103,lock-owner,0
7104,<NULL>.,0
7106,There,0
7107,are,0
7108,multiple,0
7109,cases,0
7110,to,0
7111,be,0
7112,"considered,",0
7113,corresponding,0
7114,to,0
7115,possible,0
7116,combinations,0
7117,of,0
7118,whether,0
7119,locking,0
7120,state,0
7121,has,0
7122,been,0
7123,created,0
7124,for,0
7125,the,0
7126,current,0
7127,open,0
7128,file,0
7129,and,0
7130,"lock-owner,",0
7131,and,0
7132,whether,0
7133,the,0
7134,boolean,0
7135,new_lock_owner,0
7136,is,0
7137,set,0
7138,<NULL>.,0
7140,In,0
7141,all,0
7142,of,0
7143,the,0
7144,"cases,",0
7145,there,0
7146,is,0
7147,a,0
7148,lock_seqid,0
7149,"specified,",0
7150,whether,0
7151,the,0
7152,lock-owner,0
7153,is,0
7154,specified,0
7155,explicitly,0
7156,or,0
7157,implicitly,0
7158,<NULL>.,0
7160,This,0
7161,seqid,0
7162,value,0
7163,is,0
7164,used,0
7165,for,0
7166,checking,0
7167,lock-owner,0
7168,sequencing/replay,0
7169,issues,0
7170,<NULL>.,0
7172,When,0
7173,the,0
7174,given,0
7175,lock-owner,0
7176,is,0
7177,not,0
7178,known,0
7179,to,0
7180,the,0
7181,"server,",0
7182,this,0
7183,establishes,0
7184,an,0
7185,initial,0
7186,sequence,0
7187,value,0
7188,for,0
7189,the,0
7190,new,0
7191,lock-owner,0
7192,o,0
7194,In,0
7195,the,0
7196,case,0
7197,in,0
7198,which,0
7199,the,0
7200,state,0
7201,has,0
7202,been,0
7203,created,0
7204,and,0
7205,the,0
7206,boolean,0
7207,is,0
7208,"false,",0
7209,the,0
7210,only,0
7211,part,0
7212,of,0
7213,the,0
7214,argument,0
7215,other,0
7216,than,0
7217,lock_seqid,0
7218,is,0
7219,just,0
7220,a,0
7221,stateid,0
7222,representing,0
7223,the,0
7224,set,0
7225,of,0
7226,locks,0
7227,associated,0
7228,with,0
7229,that,0
7230,open,0
7231,file,0
7232,and,0
7233,lock-owner,0
7234,o,0
7236,In,0
7237,the,0
7238,case,0
7239,in,0
7240,which,0
7241,the,0
7242,state,0
7243,has,0
7244,been,0
7245,created,0
7246,and,0
7247,the,0
7248,boolean,0
7249,is,0
7250,"true,",0
7251,the,0
7252,server,0
7253,rejects,0
7254,the,0
7255,request,0
7256,with,0
7257,the,0
7258,error,0
7259,NFS4ERR_BAD_SEQID,0
